Dept,Crs,Sc,Title,Limit,Enrld,W/L,CO,Type,Units,Days,Times,Facil ID,Instructor,Notes,Component,Comb Sect,Acad Org,Term,Session,Career
BUS, 476,A,Sports Law,20,19,0,,E,1.00,__T_T__,12.30- 13.50,WY-308,John Reich,Fulfills Senior Research Seminar requirement,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 478,A,Environmental Law,20,0,0,,E,1.00,_______,-,,,Fulfills Senior Research Seminar requirement,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 482,A,Strategic Mngmnt & Consulting,20,8,0,,E,1.00,_M_W___,14.00- 15.20,MC-109,Lynnette Claire,Fulfills Senior Research Seminar requirement.,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 493,A,Special Topics,20,7,0,,E,1.00,_M_W_F_,10.00- 10.50,MC-107,Lynda Livingston,,LEC,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 495,A,Independent Study,1,1,0,,E,0.25,_______,-,,Nila Wiese,,IND,,BUSINESS,2015 Fall,FUL,UGRD
BUS, 495,B,Independent Study,1,1,0,,E,0.25,_______,-,,Paula Wilson,,IND,,BUSINESS,2015 Fall,FUL,UGRD
CHEM, 110,A,General Chemistry I,36,34,0,NS,E,1.00,_MT_TF_,08.00- 08.50,TH-387,Amanda Furtado,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,AA,General Chemistry I,18,16,0,NS,N,0.00,___W___,13.00- 15.50,HA-347,Amanda Furtado,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,AB,General Chemistry I,18,16,0,NS,N,0.00,___W___,18.00- 20.50,HA-351,Sandra Ward,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,B,General Chemistry I,36,32,0,NS,E,1.00,_MT_TF_,08.00- 08.50,TH-310,Travis Harris,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,BA,General Chemistry I,18,17,0,NS,N,0.00,___W___,14.00- 16.50,HA-351,John Hanson,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,BB,General Chemistry I,18,16,0,NS,N,0.00,____T__,13.00- 15.50,HA-351,Travis Harris,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,C,General Chemistry I,36,30,0,NS,E,1.00,_MT_TF_,10.00- 10.50,TH-387,Amanda Furtado,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,CA,General Chemistry I,18,17,0,NS,N,0.00,_M_____,18.00- 20.50,HA-347,John Hanson,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,CB,General Chemistry I,18,11,0,NS,N,0.00,__T____,13.00- 15.50,HA-347,Amanda Furtado,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,D,General Chemistry I,36,27,0,NS,E,1.00,_MT_TF_,11.00- 11.50,TH-310,Travis Harris,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,DA,General Chemistry I,18,15,0,NS,N,0.00,____T__,18.00- 20.50,HA-351,Jeffrey Root,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,DB,General Chemistry I,18,14,0,NS,N,0.00,_____F_,13.00- 15.50,HA-351,Travis Harris,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,E,General Chemistry I,36,32,0,NS,E,1.00,_M___F_,12.00- 12.50,TH-387,Megan Gessel,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,E,General Chemistry I,36,32,0,NS,E,1.00,__T_T__,12.30- 13.20,TH-387,Megan Gessel,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,EA,General Chemistry I,18,16,0,NS,N,0.00,____T__,18.00- 20.50,HA-347,Megan Gessel,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,EB,General Chemistry I,18,15,0,NS,N,0.00,_____F_,14.00- 16.50,HA-347,Megan Gessel,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,F,General Chemistry I,36,33,0,NS,E,1.00,_M___F_,12.00- 12.50,TH-310,Jeffrey Root,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,F,General Chemistry I,36,33,0,NS,E,1.00,__T_T__,12.30- 13.20,TH-310,Jeffrey Root,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,FA,General Chemistry I,18,15,0,NS,N,0.00,_M_____,14.00- 16.50,HA-347,Jeffrey Root,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,FB,General Chemistry I,18,18,0,NS,N,0.00,__T____,18.00- 20.50,HA-347,Jeffrey Root,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,G,General Chemistry I,36,36,0,NS,E,1.00,_M___F_,09.00- 09.50,TH-310,Johanna Crane,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,G,General Chemistry I,36,36,0,NS,E,1.00,__T_T__,09.30- 10.20,TH-310,Johanna Crane,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,GA,General Chemistry I,18,18,0,NS,N,0.00,___W___,18.00- 20.50,HA-347,Johanna Crane,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 110,GB,General Chemistry I,18,19,0,NS,N,0.00,____T__,13.00- 15.50,HA-347,Johanna Crane,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 115,A,Integrated Chemical Principles,36,35,0,NS,E,1.00,_MT_TF_,11.00- 11.50,TH-387,Steven Neshyba,"18 seats reserved for advisees.  The remaining 18 seats reserved: please contact Prof. John Hanson, not the instructor,  to request a permission code for one of the set aside seats.",LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 115,AA,Integrated Chemical Principles,18,18,0,NS,N,0.00,_M_____,14.00- 16.50,HA-351,Steven Neshyba,Advising Section.,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 115,AB,Integrated Chemical Principles,18,17,0,NS,N,0.00,__T____,13.00- 15.50,HA-351,Steven Neshyba,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,A,Organic Chemistry I,36,37,2,NS,E,1.00,_M___F_,08.00- 08.50,TH-383,Eric Scharrer,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,A,Organic Chemistry I,36,37,2,NS,E,1.00,__T_T__,08.00- 08.50,TH-175,Eric Scharrer,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,B,Organic Chemistry I,36,38,4,NS,E,1.00,_MT_TF_,08.00- 08.50,TH-395,Luc Boisvert,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,C,Organic Chemistry I,36,38,0,NS,E,1.00,_MT_TF_,08.00- 08.50,TH-193,Stacia Rink,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,D,Organic Chemistry I,36,29,0,NS,E,1.00,_M___F_,09.00- 09.50,TH-391,Sandra Ward,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,D,Organic Chemistry I,36,29,0,NS,E,1.00,__T_T__,08.30- 09.20,TH-383,Sandra Ward,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,DD,Organic Chemistry I,16,16,0,NS,N,0.00,_M_____,13.00- 16.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,EE,Organic Chemistry I,16,16,0,NS,N,0.00,__T____,13.00- 16.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,EE,Organic Chemistry I,16,16,0,NS,N,0.00,__T____,13.00- 16.50,HA-339,Stacia Rink,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,FF,Organic Chemistry I,16,15,0,NS,N,0.00,__T____,18.00- 21.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,FF,Organic Chemistry I,16,15,0,NS,N,0.00,__T____,18.00- 21.50,HA-339,Sandra Ward,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,GG,Organic Chemistry I,16,16,1,NS,N,0.00,___W___,13.00- 16.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,GG,Organic Chemistry I,16,16,1,NS,N,0.00,___W___,13.00- 16.50,HA-339,Sandra Ward,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,HH,Organic Chemistry I,16,16,0,NS,N,0.00,___W___,18.00- 21.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,II,Organic Chemistry I,16,16,0,NS,N,0.00,____T__,12.00- 15.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,JJ,Organic Chemistry I,16,16,0,NS,N,0.00,____T__,18.00- 21.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,JJ,Organic Chemistry I,16,16,0,NS,N,0.00,____T__,18.00- 21.50,HA-339,Eric Scharrer,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,KK,Organic Chemistry I,16,11,0,NS,N,0.00,_____F_,13.00- 16.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,KK,Organic Chemistry I,16,11,0,NS,N,0.00,_____F_,13.00- 16.50,HA-339,Sandra Ward,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,LL,Organic Chemistry I,16,15,0,NS,N,0.00,_M_____,18.00- 21.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,LL,Organic Chemistry I,16,15,0,NS,N,0.00,_M_____,18.00- 21.50,HA-339,Stacia Rink,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,MM,Organic Chemistry I,16,5,0,NS,N,0.00,___W___,08.00- 11.50,HA-339,Luc Boisvert,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 250,MM,Organic Chemistry I,16,5,0,NS,N,0.00,___W___,08.00- 11.50,HA-339,Stacia Rink,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 330,A,Instrumental Analysis,24,24,0,,E,1.00,_MT_TF_,11.00- 11.50,TH-283,Daniel Morris-Burgard,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 330,AA,Instrumental Analysis,8,6,0,,N,0.00,__T____,13.00- 16.50,TH-375,Daniel Morris-Burgard,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 330,AB,Instrumental Analysis,8,9,0,,N,0.00,___W___,13.00- 16.50,TH-375,Megan Gessel,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 330,AC,Instrumental Analysis,8,9,0,,N,0.00,____T__,12.00- 15.50,TH-375,Daniel Morris-Burgard,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 340,A,Physical Chemistry I,32,26,0,,E,1.00,_M_W_F_,09.00- 09.50,TH-387,Steven Neshyba,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 390,A,Directed Research,3,1,0,,E,0.25,_______,-,,Luc Boisvert,,RSC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 390,B,Directed Research,3,5,0,,E,0.25,_______,-,,Megan Gessel,,RSC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 390,C,Directed Research,1,2,0,,E,0.25,_______,-,,Jeffrey Grinstead,,RSC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 390,D,Directed Research,1,1,0,,E,0.25,_______,-,,John Hanson,,RSC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 455,A,Computational Organic Chem,16,8,0,,E,1.00,__T_T__,09.30- 10.50,TH-171,John Hanson,,LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,A,Physical Biochemistry,24,27,0,,E,1.00,_M_W_F_,09.00- 09.50,TH-283,Jeffrey Grinstead,"This class requires a permission code to add: please contact Prof. Stacia Rink, not the instructor,  to request a permission code.",LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,B,Physical Biochemistry,24,21,0,,E,1.00,_M_W_F_,10.00- 10.50,TH-283,Amy Odegard,"This class requires a permission code to add: please contact Prof. Stacia Rink, not the instructor,  to request a permission code.",LEC,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,CC,Physical Biochemistry,8,7,0,,N,0.00,_M_____,13.00- 16.50,TH-321,Jeffrey Grinstead,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,DD,Physical Biochemistry,8,8,0,,N,0.00,__T____,13.00- 16.50,TH-321,Amy Odegard,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,EE,Physical Biochemistry,8,8,0,,N,0.00,___W___,13.00- 16.50,TH-321,Amy Odegard,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,FF,Physical Biochemistry,8,8,0,,N,0.00,____T__,12.00- 15.50,TH-321,Jeffrey Grinstead,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,GG,Physical Biochemistry,8,7,0,,N,0.00,_____F_,13.00- 16.50,TH-321,Jeffrey Grinstead,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,HH,Physical Biochemistry,8,4,0,,N,0.00,____T__,08.00- 11.50,TH-321,Amy Odegard,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 460,II,Physical Biochemistry,8,6,0,,N,0.00,___W___,18.00- 21.50,TH-321,Jeffrey Grinstead,,LAB,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,A,Senior Research Thesis,1,2,0,,E,0.50,_______,-,,Steven Neshyba,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,B,Senior Research Thesis,1,1,0,,E,0.50,_______,-,,Daniel Morris-Burgard,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,B,Senior Research Thesis,1,1,0,,E,0.50,_______,-,,Daniel Morris-Burgard,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,C,Senior Research Thesis,1,1,0,,E,0.50,_______,-,,John Hanson,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,D,Senior Research Thesis,1,1,0,,E,0.50,_______,-,,Luc Boisvert,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,E,Senior Research Thesis,3,2,0,,E,0.50,_______,-,,Eric Scharrer,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,F,Senior Research Thesis,3,0,0,,E,0.50,_______,-,,Stacia Rink,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,G,Senior Research Thesis,1,0,0,,E,0.50,_______,-,,Sandra Ward,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 490,H,Senior Research Thesis,1,1,0,,E,0.50,_______,-,,Travis Harris,,THE,,CHEMISTRY,2015 Fall,FUL,UGRD
CHEM, 493,A,Seminar,16,10,0,,E,0.00,____T__,16.00- 16.50,TH-175,John Hanson,,SEM,,CHEMISTRY,2015 Fall,FUL,UGRD
CHIN, 101,A,First Year Chinese,22,15,0,FL,E,1.00,_M_W_F_,09.00- 09.50,WY-209,Lo Sun Perry,,LEC,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 101,B,First Year Chinese,22,14,0,FL,E,1.00,_M_W_F_,11.00- 11.50,WY-209,Lo Sun Perry,,LEC,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 101,CC,First Year Chinese,22,17,0,FL,N,0.00,__T____,11.00- 11.50,WY-209,Lo Sun Perry,,DIS,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 101,DD,First Year Chinese,22,12,0,FL,N,0.00,__T____,12.30- 13.20,WY-209,Lo Sun Perry,,DIS,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 201,A,Second Year Chinese,22,17,0,FL,E,1.00,_M_W_F_,12.00- 12.50,WY-209,Lo Sun Perry,,LEC,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 201,B,Second Year Chinese,22,10,0,FL,E,1.00,_M_W_F_,13.00- 13.50,CO-272,Lo Sun Perry,,LEC,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 201,CC,Second Year Chinese,5,5,0,FL,N,0.00,_M_____,15.00- 15.50,CO-381,Lo Sun Perry,,DIS,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 201,DD,Second Year Chinese,5,4,0,FL,N,0.00,__T____,08.30- 09.20,CO-381,Lo Sun Perry,,DIS,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 201,EE,Second Year Chinese,5,4,0,FL,N,0.00,__T____,09.30- 10.20,CO-381,Lo Sun Perry,,DIS,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 201,FF,Second Year Chinese,5,5,0,FL,N,0.00,__T____,14.00- 14.50,CO-381,Lo Sun Perry,,DIS,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 201,GG,Second Year Chinese,5,5,0,FL,N,0.00,__T____,15.00- 15.50,CO-381,Lo Sun Perry,,DIS,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 201,HH,Second Year Chinese,5,4,0,FL,N,0.00,___W___,15.00- 15.50,CO-381,Lo Sun Perry,,DIS,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 230,A,Grammar and Articulation,20,17,0,FL,E,1.00,__T_T__,15.30- 16.50,WY-209,Mengjun Li,,LEC,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 309,A,Food and Chinese Culture,20,9,0,,E,1.00,_M_W_F_,13.00- 13.50,CO-271,Mengjun Li,,LEC,,ASIAN LANG,2015 Fall,FUL,UGRD
CHIN, 495,A,Independent Study,1,1,0,,E,1.00,_______,-,,Mengjun Li,,IND,,ASIAN LANG,2015 Fall,FUL,UGRD
CLSC, 211,A,Greek History,28,29,0,HM,E,1.00,_M_W_F_,09.00- 09.50,WY-301,Eric Orlin,,LEC,,CLASSICS,2015 Fall,FUL,UGRD
CLSC, 231,A,Greek and Roman Epic,28,16,0,HM,E,1.00,_M_W_F_,15.00- 15.50,WY-301,Brandon Jones,,LEC,,CLASSICS,2015 Fall,FUL,UGRD
CLSC, 309,A,The Roman Revolution,19,17,0,,E,1.00,_M_W_F_,12.00- 12.50,WY-304,William Barry,,LEC,,CLASSICS,2015 Fall,FUL,UGRD
CLSC, 311,A,Ancient Comedy,19,11,0,,E,1.00,_M_W_F_,13.00- 13.50,WY-305,Aislinn Melchior,,LEC,,CLASSICS,2015 Fall,FUL,UGRD
CLSC, 490,A,Senior Thesis,5,1,0,,E,1.00,_______,-,,Aislinn Melchior,,THE,,CLASSICS,2015 Fall,FUL,UGRD
COMM, 156,A,Intro Interpersonal Comm,28,28,0,SL,E,1.00,_M_W_F_,12.00- 12.50,MC-309,Lindsey Thomas,14 seats reserved for Fall 2015 freshmen and 14 seats for rising sophomores.   Students with more than 7 units due to AP/IB credit should contact the Registrar's Office for help registering.,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 170,A,Intro Media Studies: Torture,28,28,0,HM,E,1.00,__T_T__,12.30- 13.50,CO-272,Derek Buescher,Partial Advising Section (14) and 14 seats for rising sophomores.   Students with more than 7 units due to AP/IB credit should contact the Registrar's Office for help registering.,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 181,A,Intro Online Communication,28,28,0,SL,E,1.00,__T_T__,09.30- 10.50,HO-203,Nicholas Brody,14 seats reserved for Fall 2015 freshmen and 14 seats for rising sophomores.   Students with more than 7 units due to AP/IB credit should contact the Registrar's Office for help registering.,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 230,A,Communication Theory,20,20,0,,E,1.00,__T_T__,14.00- 15.20,WY-313,Nicholas Brody,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 230,B,Communication Theory,20,16,0,,E,1.00,_M_W_F_,10.00- 10.50,MC-212,Lindsey Thomas,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 240,A,Intro Communication Criticism,20,22,1,,E,1.00,_M_W___,14.00- 15.20,CO-272,A Susan Owen,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 292,A,Forensics,20,9,0,,E,0.25,___W___,16.30- 18.30,JO-302,Derek Buescher,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 322,A,Television Culture,20,21,4,,E,1.00,__T_T__,11.00- 12.20,CO-272,A Susan Owen,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 330,A,Quantitative Research Methods,20,13,0,,E,1.00,__T_T__,12.30- 13.50,WY-201,Nicholas Brody,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 344,A,Rhetorical Theory,19,19,1,,E,1.00,_M_W___,16.00- 17.20,MC-307,John Koch,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 347,B,Public Discourse,19,6,0,,E,1.00,_M_W_F_,13.00- 13.50,JO-204,James Jasinski,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 361,A,Organizing Difference,20,22,0,KN,E,1.00,__T_T__,09.30- 10.50,WY-306,Renee Houston,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 370,A,Communication and Diversity,19,7,0,KN,E,1.00,__T____,15.30- 18.20,JO-208,Dexter Gordon,,LEC,C,COMM STUDY,2015 Fall,FUL,UGRD
COMM, 422,A,Advanced Media Studies,15,9,0,,E,1.00,__T_T__,14.00- 15.20,WY-204,A Susan Owen,,LEC,,COMM STUDY,2015 Fall,FUL,UGRD
CONN, 309,A,Applied Environmental Politics,13,13,0,CN,E,1.00,_______,-,,Daniel Sherman,"August 3-Nov 22, $8,740.00 Southwest Semester fee",LEC,,POL & GOV,2015 Fall,FUL,UGRD
CONN, 322,A,Jihad & Islamic Fundamentalism,22,22,2,CN,E,1.00,_M_W___,14.00- 15.20,WY-313,Matthew Ingalls,,LEC,,RELIGION,2015 Fall,FUL,UGRD
CONN, 332,A,Witchcraft in New England,22,20,0,CN,E,1.00,__T_T__,11.00- 12.20,WY-308,William Breitenbach,,LEC,,HISTORY,2015 Fall,FUL,UGRD
CONN, 335,A,Race & Multicult. in the U.S.,22,19,0,CN,E,1.00,__T_T__,11.00- 12.20,MC-307,Devparna Roy,,LEC,,COMP SOC,2015 Fall,FUL,UGRD
CONN, 359,A,The US in the 1960s,22,22,2,CN,E,1.00,_M_W___,14.00- 15.20,WY-204,Nancy Bristow,,LEC,,HISTORY,2015 Fall,FUL,UGRD
CONN, 359,B,The US in the 1960s,22,23,0,CN,E,1.00,_M_W___,15.30- 16.50,WY-204,Nancy Bristow,,LEC,,HISTORY,2015 Fall,FUL,UGRD
CRDV, 203,A,Career Awareness,20,21,2,,E,0.50,__T____,15.30- 16.50,WY-201,Jennifer Allen-Ayres,,LEC,,CAREER SRV,2015 Fall,FUL,UGRD
CSCI, 161,A,Intro to Computer Science,24,23,0,MA,E,1.00,_M_W_F_,09.00- 09.50,TH-409,America Chambers,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 161,AA,Intro to Computer Science,24,22,0,MA,N,0.00,____T__,09.00- 10.50,TH-409,America Chambers,,LAB,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 161,B,Intro to Computer Science,24,26,0,MA,E,1.00,_M_W_F_,10.00- 10.50,TH-409,David Chiu,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 161,BA,Intro to Computer Science,24,23,0,MA,N,0.00,____T__,11.00- 12.50,TH-409,David Chiu,,LAB,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 161,C,Intro to Computer Science,24,25,0,MA,E,1.00,_M_W_F_,11.00- 11.50,TH-409,Adam Smith,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 161,CA,Intro to Computer Science,26,29,0,MA,N,0.00,____T__,13.00- 14.50,TH-409,Adam Smith,,LAB,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 240,A,Software Engineering,24,26,0,,E,1.00,_M_W_F_,14.00- 14.50,TH-387,Anthony Mullen,Satisfies writing requirement in CSCI contract major.,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 261,A,Computer Science II,24,25,1,MA,E,1.00,_M_W_F_,11.00- 11.50,TH-399,Bradley Richards,5 seats reserved for Fall 2015 freshmen.,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 261,AA,Computer Science II,24,25,1,MA,N,0.00,__T____,11.00- 12.50,TH-409,Bradley Richards,,LAB,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 281,A,Assembly Lang & Computer Arch,24,28,1,,E,1.00,_M_W_F_,13.00- 13.50,TH-387,Bradley Richards,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 281,BRKA,Assembly Lang & Computer Arch,24,0,0,,N,0.00,_______,-,TH-409,,,BRK,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 291,A,Programming Language Paradigms,24,10,0,,E,1.00,_M_W_F_,09.00- 09.50,TH-383,Anthony Mullen,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 295,A,Problem Seminar,20,5,0,,E,0.00,____T__,17.00- 17.50,TH-409,Adam Smith,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 315,A,Computer Graphics,24,19,0,,E,1.00,_M_W_F_,10.00- 10.50,TH-399,Anthony Mullen,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 361,A,Algorithms and Data Structures,24,18,0,,E,1.00,_M_W_F_,12.00- 12.50,TH-399,America Chambers,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 431,A,Intro Artificial Intelligence,24,17,0,,E,1.00,_M_W_F_,14.00- 14.50,TH-381,Adam Smith,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 455,A,Database Management Systems,24,11,0,,E,1.00,_M_W_F_,15.00- 15.50,TH-383,David Chiu,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 460,A,Senior Project,28,1,0,,E,1.00,_______,-,,Adam Smith,,RSC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 475,A,Operating Systems,1,1,0,,E,1.00,_______,-,NONE,David Chiu,,LEC,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 495,A,Independent Study,1,1,0,,E,0.25,_______,-,,David Chiu,,IND,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 495,B,Independent Study,1,1,0,,E,0.25,_______,-,,David Chiu,,IND,,MATH CSCI,2015 Fall,FUL,UGRD
CSCI, 495,C,Independent Study,1,1,0,,E,0.25,_______,-,,David Chiu,,IND,,MATH CSCI,2015 Fall,FUL,UGRD
CWLT, 100,A,Strategies for College Reading,12,11,0,,E,0.25,__T____,15.00- 15.50,JO-206,Rachael Shelden,,LEC,,LRNG CENTR,2015 Fall,FUL,UGRD
