CSID,Class
7168132,PG  101 A
7168132,SSI1  108 A
7168165,BIOL  111 A
7168165,BIOL  111 AB
7168165,BUS  101 A
7168165,CHEM  110 B
7168165,CHEM  110 BA
7168165,ECON  170 B
7168165,SSI1  108 A
7168166,MUS  126 A
7168166,PSYC  101 B
7168166,SPAN  101 E
7168166,SPAN  101 E
7168166,SSI1  117 A
7168188,CHEM  110 F
7168188,CHEM  110 F
7168188,CHEM  110 FB
7168188,MUS  105 A
7168188,OT  101 A
7168188,PE  107 A
7168188,SOAN  101 B
7168188,SSI1  165 A
7168200,CHEM  110 A
7168200,CHEM  110 AA
7168200,MATH  180 D
7168200,MATH  180 D
7168200,PHIL  101 A
7168200,SSI1  165 A
7168213,LAS  100 A
7168213,SPAN  201 D
7168213,SPAN  201 D
7168213,SSI1  172 A
7168241,AFAM  101 A
7168241,GERM  101 A
7168241,PE  188 A
7168241,PE  188 B
7168241,SSI1  177 A
7168246,FREN  101 B
7168246,MUS  105 A
7168246,SSI1  138 B
7168248,JAPN  101 A
7168248,PE  126 A
7168248,REL  201 A
7168248,SSI1  179 A
7168264,ARTS  101 B
7168264,ENGL  212 C
7168264,PHIL  224 A
7168264,PHIL  224 AB
7168264,SSI1  104 A
7168281,CHIN  101 A
7168281,CHIN  101 CC
7168281,COMM  181 A
7168281,MATH  160 E
7168281,MATH  160 E
7168281,MATH  160 E
7168281,SSI1  118 B
7168289,FREN  201 C
7168289,HIST  153 A
7168289,MUS  126 A
7168289,SSI1  175 B
7168322,MATH  160 C
7168322,MATH  160 C
7168322,SOAN  101 D
7168322,SPAN  101 G
7168322,SSI1  104 A
7168330,ECON  170 G
7168330,HIST  102 A
7168330,SPAN  101 B
7168330,SPAN  101 B
7168330,SSI1  115 A
7168368,ECON  170 A
7168368,IPE  201 C
7168368,PG  103 A
7168368,SSI1  186 A
7168388,CHEM  110 F
7168388,CHEM  110 F
7168388,CHEM  110 FB
7168388,MATH  160 H
7168388,SPAN  204 A
7168388,SSI1  141 B
7168396,COMM  181 A
7168396,MATH  160 A
7168396,MATH  160 A
7168396,SPAN  101 F
7168396,SPAN  101 F
7168396,SPAN  101 F
7168396,SSI1  190 A
7168408,ECON  170 E
7168408,MATH  160 I
7168408,MATH  160 I
7168408,SPAN  101 D
7168408,SPAN  101 D
7168408,SSI1  190 A
7168456,FREN  201 C
7168456,PG  103 C
7168456,SOAN  101 B
7168456,SSI1  174 A
7168490,CHEM  110 G
7168490,CHEM  110 G
7168490,CHEM  110 GA
7168490,MATH  160 E
7168490,MATH  160 E
7168490,MATH  160 E
7168490,SPAN  201 H
7168490,SSI1  128 A
7168521,FREN  201 B
7168521,MUS  105 A
7168521,SOAN  101 B
7168521,SSI1  171 A
7168544,FREN  101 C
7168544,GEOL  101 A
7168544,GEOL  101 AA
7168544,SSI1  177 A
7168592,BIOL  111 A
7168592,BIOL  111 AC
7168592,MATH  160 G
7168592,SPAN  201 H
7168592,SSI1  128 A
7169425,CSCI  161 B
7169425,CSCI  161 BA
7169425,GQS  201 B
7169425,SSI1  187 A
7169425,STS  201 A
7169452,MATH  160 H
7169452,PG  102 A
7169452,SPAN  201 E
7169452,SSI1  141 A
7169460,CHEM  110 F
7169460,CHEM  110 F
7169460,CHEM  110 FB
7169460,LAT  101 B
7169460,LAT  101 B
7169460,MATH  180 C
7169460,MATH  180 C
7169460,SSI1  175 B
7169738,CHEM  115 A
7169738,CHEM  115 AA
7169738,ECON  170 C
7169738,SPAN  201 A
7169738,SSI1  115 A
7169774,ECON  170 E
7169774,HIST  153 A
7169774,PG  103 A
7169774,SSI1  186 A
7170178,PG  103 C
7170178,SPAN  204 A
7170178,SSI1  134 A
7170242,GERM  101 A
7170242,PG  102 A
7170242,SSI1  138 A
7170264,CHEM  110 C
7170264,CHEM  110 CA
7170264,CHIN  101 A
7170264,CHIN  101 DD
7170264,MATH  160 H
7170264,SSI1  181 A
7170269,CHEM  110 C
7170269,CHEM  110 CB
7170269,FREN  101 B
7170269,PE  105 A
7170269,SSI1  135 A
7170337,CHEM  110 D
7170337,CHEM  110 DA
7170337,ECON  170 G
7170337,SSI1  138 A
7170404,CHEM  110 C
7170404,PG  102 C
7170404,PSYC  101 D
7170404,SSI1  175 A
7170422,CWLT  100 A
7170422,GEOL  101 B
7170422,GEOL  101 BA
7170422,PHIL  101 B
7170422,SPAN  101 B
7170422,SPAN  101 B
7170422,SSI1  176 A
7170444,FREN  201 B
7170444,MUS  288 A
7170444,PSYC  101 B
7170444,SOAN  101 D
7170444,SSI1  174 A
7170465,MUS  101 A
7170465,MUS  103 A
7170465,MUS  109 A
7170465,MUS  168 A
7170465,MUS  274 A
7170465,PHIL  101 A
7170465,SSI1  134 A
7170472,CHEM  110 D
7170472,CHEM  110 DA
7170472,CWLT  100 A
7170472,MATH  160 H
7170472,SSI1  165 A
7170477,CHEM  110 E
7170477,CHEM  110 E
7170477,CHEM  110 EA
7170477,JAPN  101 A
7170477,MATH  160 H
7170477,PE  104 A
7170477,SSI1  187 A
7170489,BIOL  111 A
7170489,BIOL  111 AB
7170489,CSCI  161 B
7170489,CSCI  161 BA
7170489,MUS  105 A
7170489,SSI1  181 A
7170520,BIOL  111 A
7170520,BIOL  111 AC
7170520,CHEM  110 E
7170520,CHEM  110 E
7170520,CHEM  110 EA
7170520,PE  102 A
7170520,SSI1  138 B
7170613,MATH  160 E
7170613,MATH  160 E
7170613,MATH  160 E
7170613,PG  102 C
7170613,SPAN  201 E
7170613,SSI1  135 A
7170724,HIST  153 A
7170724,IPE  201 A
7170724,PSYC  101 B
7170724,SSI1  160 A
7170797,AFAM  101 A
7170797,MATH  181 B
7170797,MATH  181 B
7170797,PHYS  121 A
7170797,PHYS  121 DD
7170797,SSI1  181 A
7170966,ARTS  147 A
7170966,BIOL  111 A
7170966,BIOL  111 AA
7170966,SSI1  177 A
7170966,STS  201 A
7171970,MATH  180 A
7171970,PG  101 A
7171970,SPAN  101 F
7171970,SPAN  101 F
7171970,SPAN  101 F
7171970,SSI1  160 A
7171974,LAS  100 A
7171974,MATH  160 E
7171974,MATH  160 E
7171974,MATH  160 E
7171974,MUS  105 A
7171974,SSI1  118 A
7171982,CHEM  110 A
7171982,CHEM  110 AA
7171982,MATH  181 C
7171982,MATH  181 C
7171982,REL  204 A
7171982,SSI1  104 B
7171988,GEOL  101 A
7171988,GEOL  101 AA
7171988,PG  103 D
7171988,PHIL  101 B
7171988,SSI1  144 A
7172013,CHEM  115 A
7172013,CHEM  115 AB
7172013,MATH  180 A
7172013,PE  105 B
7172013,SPAN  101 B
7172013,SPAN  101 B
7172013,SSI1  118 A
7172040,BIOL  111 A
7172040,BIOL  111 AB
7172040,CWLT  100 B
7172040,GERM  201 B
7172040,PSYC  101 B
7172040,SSI1  141 C
7172052,ECON  170 A
7172052,FREN  101 B
7172052,IPE  201 A
7172052,SSI1  118 A
7172077,CHEM  110 C
7172077,CHEM  110 CA
7172077,ECON  170 G
7172077,PE  102 A
7172077,SSI1  115 A
7172182,CLSC  211 A
7172182,MATH  280 A
7172182,MATH  280 A
7172182,PE  103 A
7172182,PHYS  121 B
7172182,PHYS  121 B
7172182,PHYS  121 DD
7172182,SSI1  175 A
7172192,CHEM  110 C
7172192,CHEM  110 CA
7172192,MATH  180 E
7172192,MATH  180 E
7172192,SPAN  201 H
7172192,SSI1  128 A
7172193,ARTH  276 A
7172193,CHIN  101 B
7172193,CHIN  101 DD
7172193,PHIL  101 B
7172193,SSI1  134 B
7172368,FREN  201 B
7172368,MATH  160 I
7172368,MATH  160 I
7172368,MUS  101 A
7172368,MUS  103 A
7172368,MUS  280 A
7172368,SSI1  190 A
7172385,GERM  101 A
7172385,HIST  291 B
7172385,PSYC  101 D
7172385,SSI1  108 A
7172398,CHEM  110 E
7172398,CHEM  110 E
7172398,CHEM  110 EB
7172398,IPE  201 A
7172398,MATH  180 C
7172398,MATH  180 C
7172398,SSI1  118 A
7172424,ENGL  245 A
7172424,MUS  101 A
7172424,MUS  103 B
7172424,MUS  276 A
7172424,PHIL  101 B
7172424,SSI1  190 A
7172432,ALC  225 A
7172432,CHEM  110 A
7172432,CHEM  110 AA
7172432,SPAN  201 D
7172432,SPAN  201 D
7172432,SSI1  138 B
7172497,MATH  181 B
7172497,MATH  181 B
7172497,PHIL  215 A
7172497,PHYS  121 B
7172497,PHYS  121 B
7172497,PHYS  121 FF
7172497,SSI1  117 B
